Datum,Zuletzt,Eröffn.,Hoch,Tief,Vol.,+/- %
31.01.2012,"6.468,5","6.484,0","6.538,0","6.453,5","142,09K","0,27%"
30.01.2012,"6.451,0","6.492,0","6.496,5","6.416,0","126,55K","-1,10%"
27.01.2012,"6.523,0","6.524,0","6.579,0","6.486,0","141,73K","-0,29%"
26.01.2012,"6.542,0","6.459,5","6.564,5","6.433,5","147,32K","1,91%"
25.01.2012,"6.419,5","6.465,0","6.480,5","6.369,0","132,55K","0,05%"
24.01.2012,"6.416,0","6.412,0","6.429,5","6.338,0","142,31K","-0,33%"
23.01.2012,"6.437,0","6.415,5","6.480,0","6.355,5","136,83K","0,37%"
20.01.2012,"6.413,5","6.427,0","6.440,0","6.376,0","142,09K","-0,06%"
19.01.2012,"6.417,5","6.400,0","6.427,0","6.336,0","140,73K","0,93%"
18.01.2012,"6.358,5","6.320,0","6.404,0","6.285,5","163,49K","0,49%"
17.01.2012,"6.327,5","6.278,0","6.349,0","6.267,5","152,30K","1,62%"
16.01.2012,"6.226,5","6.109,0","6.238,0","6.097,5","92,38K","1,50%"
13.01.2012,"6.134,5","6.238,0","6.264,5","6.067,0","182,83K","-0,81%"
12.01.2012,"6.184,5","6.173,0","6.264,0","6.152,0","158,40K","0,61%"
11.01.2012,"6.147,0","6.138,5","6.187,0","6.110,5","134,41K","-0,36%"
10.01.2012,"6.169,5","6.095,0","6.198,0","6.075,0","150,73K","2,36%"
09.01.2012,"6.027,5","6.022,5","6.083,5","5.992,5","133,87K","-0,54%"
06.01.2012,"6.060,5","6.105,0","6.160,0","6.016,5","138,91K","-0,75%"
05.01.2012,"6.106,0","6.120,0","6.149,0","6.045,5","143,12K","-0,27%"
04.01.2012,"6.122,5","6.133,5","6.170,0","6.092,5","115,32K","-0,82%"
03.01.2012,"6.173,0","6.105,0","6.186,0","6.078,0","136,09K","1,64%"
02.01.2012,"6.073,5","5.890,0","6.081,5","5.880,0","55,73K","2,94%"
30.12.2011,"5.900,0","5.880,0","5.900,0","5.822,0","35,99K","1,12%"
29.12.2011,"5.834,5","5.795,0","5.886,5","5.780,5","67,16K","0,76%"
28.12.2011,"5.790,5","5.865,5","5.910,0","5.774,0","76,83K","-1,96%"
27.12.2011,"5.906,5","5.905,0","5.932,0","5.884,5","32,52K","0,01%"
26.12.2011,"5.905,8","5.905,8","5.905,8","5.905,8",-,"0,34%"
23.12.2011,"5.886,0","5.927,5","5.937,5","5.851,5","50,62K","0,44%"
22.12.2011,"5.860,0","5.805,5","5.895,0","5.804,0","95,24K","1,04%"
21.12.2011,"5.799,5","5.891,0","5.976,0","5.773,0","152,53K","-0,86%"
20.12.2011,"5.850,0","5.675,0","5.888,0","5.643,5","129,87K","3,10%"
19.12.2011,"5.674,0","5.632,0","5.786,0","5.614,5","125,74K","-0,94%"
16.12.2011,"5.727,9","5.783,0","5.789,5","5.714,5","19,52K","-0,34%"
15.12.2011,"5.747,5","5.659,5","5.797,0","5.650,0","222,57K","1,09%"
14.12.2011,"5.685,5","5.713,0","5.772,0","5.669,5","219,44K","-1,46%"
13.12.2011,"5.769,5","5.819,0","5.854,5","5.700,0","230,49K","-0,48%"
12.12.2011,"5.797,5","6.001,5","6.010,0","5.759,0","211,60K","-3,21%"
09.12.2011,"5.990,0","5.798,0","6.029,0","5.770,0","191,43K","1,89%"
08.12.2011,"5.879,0","6.070,0","6.080,5","5.815,5","209,35K","-2,01%"
07.12.2011,"5.999,5","6.098,0","6.138,5","5.919,5","173,11K","-0,73%"
06.12.2011,"6.043,5","6.049,0","6.098,0","6.007,0","139,08K","-1,16%"
05.12.2011,"6.114,5","6.115,5","6.175,0","6.053,5","140,71K","0,60%"
02.12.2011,"6.078,0","6.090,0","6.175,0","6.046,5","148,63K","0,63%"
01.12.2011,"6.040,0","6.118,5","6.126,5","6.017,5","165,92K","-0,70%"
30.11.2011,"6.082,5","5.739,0","6.134,5","5.704,5","261,31K","4,94%"
29.11.2011,"5.796,0","5.757,0","5.829,0","5.692,0","179,64K","1,00%"
28.11.2011,"5.738,5","5.595,5","5.757,5","5.567,0","168,71K","4,56%"
25.11.2011,"5.488,0","5.435,0","5.532,0","5.366,0","140,27K","0,86%"
24.11.2011,"5.441,0","5.494,0","5.567,0","5.400,5","117,37K","-0,70%"
23.11.2011,"5.479,5","5.483,5","5.592,5","5.453,0","189,10K","-1,40%"
22.11.2011,"5.557,5","5.656,5","5.685,0","5.535,5","182,79K","-1,15%"
21.11.2011,"5.622,0","5.750,0","5.783,5","5.590,0","176,65K","-3,40%"
18.11.2011,"5.820,0","5.758,0","5.904,0","5.755,0","165,71K","-0,50%"
17.11.2011,"5.849,0","5.870,0","5.927,0","5.760,0","212,34K","-1,29%"
16.11.2011,"5.925,5","5.849,0","6.036,0","5.835,0","193,46K","-0,40%"
15.11.2011,"5.949,5","5.928,0","6.018,0","5.817,5","202,98K","-0,86%"
14.11.2011,"6.001,0","6.089,0","6.135,0","5.924,5","165,73K","-0,79%"
11.11.2011,"6.048,5","5.921,5","6.070,5","5.856,5","150,40K","3,02%"
10.11.2011,"5.871,0","5.695,0","5.939,5","5.666,0","215,08K","0,56%"
09.11.2011,"5.838,5","6.094,0","6.102,0","5.733,0","232,22K","-2,28%"
08.11.2011,"5.974,5","5.955,0","6.093,5","5.937,5","158,45K","0,78%"
07.11.2011,"5.928,5","6.003,5","6.034,5","5.837,5","159,06K","-0,97%"
04.11.2011,"5.986,5","6.180,0","6.194,0","5.932,0","186,41K","-2,78%"
03.11.2011,"6.158,0","5.810,0","6.202,0","5.794,5","252,56K","3,05%"
02.11.2011,"5.975,5","5.941,0","5.999,0","5.816,0","166,08K","2,31%"
01.11.2011,"5.840,5","6.045,0","6.045,0","5.767,5","256,38K","-5,37%"
31.10.2011,"6.172,0","6.300,0","6.314,5","6.098,0","150,18K","-2,83%"
28.10.2011,"6.351,5","6.402,0","6.440,0","6.313,5","160,76K","0,32%"
27.10.2011,"6.331,0","6.200,0","6.442,0","6.177,5","207,62K","5,23%"
26.10.2011,"6.016,5","6.040,0","6.155,0","5.958,0","180,45K","-0,57%"
25.10.2011,"6.051,0","6.019,0","6.169,0","5.966,0","202,21K","-0,25%"
24.10.2011,"6.066,0","6.038,0","6.078,0","5.944,0","142,76K","1,53%"
21.10.2011,"5.974,5","5.828,0","5.995,0","5.776,0","170,31K","3,33%"
20.10.2011,"5.782,0","5.825,0","5.925,0","5.754,0","220,15K","-2,31%"
19.10.2011,"5.919,0","5.950,0","5.988,5","5.844,0","159,78K","0,78%"
18.10.2011,"5.873,0","5.812,0","5.998,0","5.756,0","197,85K","0,07%"
17.10.2011,"5.869,0","6.043,5","6.091,0","5.821,0","185,16K","-1,62%"
14.10.2011,"5.965,5","5.959,0","6.048,0","5.895,0","162,61K","0,91%"
13.10.2011,"5.911,5","5.979,5","6.046,0","5.885,0","177,46K","-1,38%"
12.10.2011,"5.994,5","5.845,5","6.038,5","5.807,0","182,19K","2,27%"
11.10.2011,"5.861,5","5.878,5","5.894,0","5.783,0","140,17K","0,15%"
10.10.2011,"5.853,0","5.743,5","5.884,5","5.660,5","148,06K","3,02%"
07.10.2011,"5.681,5","5.653,0","5.759,0","5.613,5","173,05K","0,64%"
06.10.2011,"5.645,5","5.493,0","5.689,5","5.464,0","241,55K","3,17%"
05.10.2011,"5.472,0","5.315,0","5.524,5","5.272,0","192,71K","4,58%"
04.10.2011,"5.232,5","5.291,5","5.344,0","5.132,0","228,81K","-2,99%"
03.10.2011,"5.393,5","5.356,0","5.448,5","5.267,0","179,60K","-1,42%"
30.09.2011,"5.471,0","5.630,0","5.637,5","5.427,0","202,60K","-3,13%"
29.09.2011,"5.647,5","5.561,0","5.715,5","5.540,5","172,82K","1,00%"
28.09.2011,"5.591,5","5.560,5","5.711,5","5.496,0","194,09K","-0,53%"
27.09.2011,"5.621,5","5.478,5","5.683,5","5.478,0","214,94K","5,02%"
26.09.2011,"5.353,0","5.158,0","5.425,5","5.085,0","242,97K","3,06%"
23.09.2011,"5.194,0","5.193,0","5.242,0","4.980,0","229,34K","0,34%"
22.09.2011,"5.176,5","5.288,0","5.312,5","5.107,5","232,07K","-4,90%"
21.09.2011,"5.443,5","5.534,5","5.588,0","5.346,0","174,10K","-2,39%"
20.09.2011,"5.577,0","5.396,5","5.589,0","5.370,0","174,82K","2,43%"
19.09.2011,"5.444,5","5.487,0","5.507,0","5.370,0","161,66K","-2,36%"
16.09.2011,"5.575,9","5.572,5","5.636,5","5.529,0","43,25K","1,39%"
15.09.2011,"5.499,5","5.392,0","5.582,0","5.373,5","270,39K","3,01%"
14.09.2011,"5.339,0","5.101,0","5.450,5","5.071,0","364,05K","3,73%"
13.09.2011,"5.147,0","5.154,5","5.224,5","4.963,0","348,09K","1,32%"
12.09.2011,"5.080,0","5.079,0","5.149,0","4.962,0","270,08K","-2,03%"
09.09.2011,"5.185,5","5.352,0","5.402,5","5.140,5","237,92K","-4,08%"
08.09.2011,"5.406,0","5.424,5","5.474,0","5.307,5","212,95K","0,10%"
07.09.2011,"5.400,5","5.315,5","5.454,0","5.277,0","187,03K","3,90%"
06.09.2011,"5.198,0","5.202,0","5.335,0","5.152,0","252,65K","-1,17%"
05.09.2011,"5.259,5","5.465,0","5.465,0","5.206,5","151,67K","-5,09%"
02.09.2011,"5.541,5","5.638,5","5.650,0","5.493,0","164,57K","-3,19%"
01.09.2011,"5.724,0","5.777,5","5.797,5","5.638,0","202,78K","-1,18%"
31.08.2011,"5.792,5","5.662,0","5.872,5","5.648,5","195,71K","2,59%"
30.08.2011,"5.646,0","5.710,5","5.731,5","5.572,0","165,48K","-0,54%"
29.08.2011,"5.676,5","5.637,5","5.718,5","5.588,0","98,53K","2,60%"
26.08.2011,"5.532,5","5.582,0","5.592,0","5.405,0","200,95K","-1,00%"
25.08.2011,"5.588,5","5.689,5","5.779,5","5.419,0","242,26K","-1,48%"
24.08.2011,"5.672,5","5.576,0","5.747,0","5.515,5","170,41K","2,69%"
23.08.2011,"5.524,0","5.522,5","5.639,0","5.453,0","170,65K","0,89%"
22.08.2011,"5.475,5","5.411,0","5.595,0","5.393,0","164,63K","-0,43%"
19.08.2011,"5.499,0","5.538,0","5.598,0","5.346,0","255,49K","-1,74%"
18.08.2011,"5.596,5","5.867,0","5.898,0","5.533,5","248,51K","-6,04%"
17.08.2011,"5.956,0","5.964,0","6.023,0","5.875,0","156,10K","-0,72%"
16.08.2011,"5.999,0","6.037,5","6.050,0","5.851,5","176,67K","-0,46%"
15.08.2011,"6.026,5","6.077,0","6.112,0","6.010,5","125,18K","0,53%"
12.08.2011,"5.994,5","5.818,5","6.067,5","5.680,0","206,48K","3,13%"
11.08.2011,"5.812,5","5.771,0","5.951,5","5.491,5","288,00K","3,62%"
10.08.2011,"5.609,5","5.990,0","6.121,0","5.541,0","333,24K","-5,58%"
09.08.2011,"5.941,0","5.748,0","6.034,5","5.497,5","394,27K","-0,36%"
08.08.2011,"5.962,5","6.081,5","6.283,5","5.717,5","363,03K","-4,71%"
05.08.2011,"6.257,5","6.261,5","6.449,5","6.125,0","363,97K","-2,49%"
04.08.2011,"6.417,0","6.700,0","6.750,5","6.257,5","307,79K","-3,43%"
03.08.2011,"6.645,0","6.712,0","6.797,5","6.551,5","252,39K","-2,60%"
02.08.2011,"6.822,5","6.957,0","6.972,5","6.714,5","224,56K","-2,60%"
01.08.2011,"7.004,5","7.260,0","7.299,0","6.860,0","216,41K","-2,46%"
29.07.2011,"7.181,0","7.090,5","7.206,5","7.078,5","152,89K","-0,42%"
28.07.2011,"7.211,0","7.201,0","7.221,0","7.125,5","164,95K","-0,81%"
27.07.2011,"7.270,0","7.346,0","7.362,0","7.203,0","151,96K","-1,36%"
26.07.2011,"7.370,5","7.371,0","7.399,0","7.317,5","127,39K","0,00%"
25.07.2011,"7.370,5","7.288,0","7.384,5","7.274,5","121,70K","0,46%"
22.07.2011,"7.336,5","7.359,0","7.373,5","7.281,5","123,24K","0,34%"
21.07.2011,"7.311,5","7.260,5","7.344,5","7.156,5","201,35K","1,04%"
20.07.2011,"7.236,5","7.255,0","7.282,0","7.182,5","148,02K","0,40%"
19.07.2011,"7.208,0","7.154,0","7.256,5","7.151,0","146,12K","0,90%"
18.07.2011,"7.143,5","7.207,5","7.212,5","7.106,5","154,47K","-1,47%"
15.07.2011,"7.250,0","7.217,0","7.274,0","7.157,0","148,89K","0,08%"
14.07.2011,"7.244,0","7.220,0","7.290,0","7.176,0","152,59K","-0,62%"
13.07.2011,"7.289,0","7.180,5","7.301,5","7.167,5","165,26K","1,31%"
12.07.2011,"7.195,0","7.163,0","7.225,0","7.014,5","224,86K","-0,83%"
11.07.2011,"7.255,0","7.410,0","7.416,5","7.209,5","174,26K","-2,32%"
08.07.2011,"7.427,0","7.524,5","7.547,0","7.411,0","149,26K","-0,95%"
07.07.2011,"7.498,0","7.505,0","7.540,0","7.464,0","119,73K","0,64%"
06.07.2011,"7.450,5","7.490,5","7.495,0","7.419,0","129,57K","-0,27%"
05.07.2011,"7.471,0","7.466,0","7.499,0","7.445,5","113,59K","0,11%"
04.07.2011,"7.463,0","7.449,0","7.474,0","7.438,5","47,43K","0,38%"
01.07.2011,"7.435,0","7.419,5","7.477,0","7.380,0","120,66K","0,59%"
30.06.2011,"7.391,5","7.344,0","7.415,5","7.309,0","117,48K","0,94%"
29.06.2011,"7.322,5","7.224,0","7.345,0","7.223,5","155,46K","1,78%"
28.06.2011,"7.194,5","7.149,5","7.233,5","7.098,0","153,92K","0,89%"
27.06.2011,"7.131,0","7.119,0","7.171,5","7.101,5","115,56K","-0,29%"
24.06.2011,"7.152,0","7.259,0","7.298,0","7.121,0","190,85K","-0,26%"
23.06.2011,"7.171,0","7.261,5","7.275,5","7.143,0","160,90K","-1,92%"
22.06.2011,"7.311,5","7.308,5","7.337,0","7.276,0","133,58K","0,09%"
21.06.2011,"7.305,0","7.199,0","7.339,0","7.198,5","137,63K","1,75%"
20.06.2011,"7.179,5","7.138,0","7.195,0","7.086,0","135,05K","-0,34%"
17.06.2011,"7.203,7","7.076,5","7.166,5","7.036,0","41,41K","1,36%"
16.06.2011,"7.107,0","7.065,0","7.118,5","7.016,5","194,09K","-0,18%"
15.06.2011,"7.120,0","7.191,5","7.203,5","7.072,0","251,11K","-1,12%"
14.06.2011,"7.201,0","7.131,5","7.234,0","7.126,0","219,64K","1,53%"
13.06.2011,"7.092,5","7.066,0","7.125,5","7.042,0","108,33K","0,26%"
10.06.2011,"7.074,0","7.147,0","7.185,0","7.046,0","159,80K","-1,15%"
09.06.2011,"7.156,5","7.050,0","7.192,5","7.035,5","154,60K","1,41%"
08.06.2011,"7.057,0","7.060,0","7.092,0","6.992,5","166,32K","-0,75%"
07.06.2011,"7.110,0","7.066,0","7.152,0","7.066,0","150,04K","0,23%"
06.06.2011,"7.093,5","7.100,0","7.128,5","7.042,0","144,98K","-0,13%"
03.06.2011,"7.103,0","7.100,0","7.148,5","7.023,0","161,10K","0,21%"
02.06.2011,"7.088,0","7.145,0","7.161,0","7.069,5","155,02K","-1,92%"
01.06.2011,"7.226,5","7.345,0","7.347,5","7.131,0","158,18K","-0,95%"
31.05.2011,"7.296,0","7.231,5","7.337,5","7.222,0","138,96K","1,80%"
30.05.2011,"7.167,0","7.153,5","7.209,0","7.143,0","33,80K","-0,03%"
27.05.2011,"7.169,0","7.190,0","7.211,0","7.117,5","120,75K","0,71%"
26.05.2011,"7.118,5","7.200,5","7.221,5","7.091,0","156,42K","-0,86%"
25.05.2011,"7.180,5","7.078,0","7.207,5","7.067,5","145,51K","0,43%"
24.05.2011,"7.150,0","7.130,0","7.209,0","7.121,0","141,29K","0,15%"
23.05.2011,"7.139,0","7.200,0","7.202,0","7.107,0","143,64K","-1,82%"
20.05.2011,"7.271,5","7.384,0","7.417,5","7.232,5","159,68K","-1,12%"
19.05.2011,"7.353,5","7.345,0","7.429,0","7.321,0","156,02K","0,55%"
18.05.2011,"7.313,0","7.330,0","7.350,0","7.268,0","128,74K","0,45%"
17.05.2011,"7.280,5","7.342,0","7.377,5","7.251,5","183,37K","-1,48%"
16.05.2011,"7.389,5","7.348,0","7.411,5","7.292,5","149,47K","-0,28%"
13.05.2011,"7.410,5","7.499,5","7.519,5","7.356,5","157,57K","-0,56%"
12.05.2011,"7.452,5","7.454,0","7.504,5","7.366,0","163,73K","-0,81%"
11.05.2011,"7.513,5","7.535,0","7.579,5","7.450,0","135,22K","0,09%"
10.05.2011,"7.507,0","7.429,5","7.547,0","7.426,0","134,84K","1,08%"
09.05.2011,"7.426,5","7.452,5","7.502,0","7.390,5","133,59K","-1,04%"
06.05.2011,"7.504,5","7.387,5","7.519,0","7.378,0","150,94K","1,60%"
05.05.2011,"7.386,5","7.428,5","7.443,5","7.309,0","170,82K","-0,10%"
04.05.2011,"7.394,0","7.479,0","7.561,5","7.378,5","179,42K","-1,68%"
03.05.2011,"7.520,0","7.525,0","7.545,5","7.469,5","120,27K","-0,46%"
02.05.2011,"7.555,0","7.599,5","7.624,0","7.518,0","98,48K","0,34%"
29.04.2011,"7.529,5","7.495,5","7.548,5","7.484,0","68,26K","0,47%"
28.04.2011,"7.494,5","7.484,5","7.516,0","7.442,5","112,84K","1,03%"
27.04.2011,"7.418,0","7.385,5","7.479,0","7.373,5","109,50K","0,62%"
26.04.2011,"7.372,0","7.306,5","7.393,0","7.291,5","90,37K","0,55%"
25.04.2011,"7.331,7","7.331,3","7.334,1","7.329,9",-,"0,14%"
22.04.2011,"7.321,3","7.321,3","7.321,3","7.321,3",-,"0,11%"
21.04.2011,"7.313,0","7.305,0","7.334,5","7.293,0","92,59K","0,76%"
20.04.2011,"7.257,5","7.136,0","7.281,5","7.128,0","150,41K","2,96%"
19.04.2011,"7.049,0","7.051,0","7.098,0","7.043,5","106,71K","0,04%"
18.04.2011,"7.046,5","7.198,0","7.201,5","7.009,0","174,52K","-2,02%"
15.04.2011,"7.192,0","7.172,0","7.212,0","7.160,5","128,50K","0,33%"
14.04.2011,"7.168,5","7.190,0","7.205,0","7.114,0","147,09K","-0,46%"
13.04.2011,"7.201,5","7.152,0","7.222,5","7.143,5","134,37K","1,03%"
12.04.2011,"7.128,0","7.175,0","7.200,5","7.109,0","146,45K","-1,36%"
11.04.2011,"7.226,5","7.224,0","7.245,0","7.173,5","109,02K","0,05%"
08.04.2011,"7.223,0","7.241,0","7.253,0","7.189,0","93,42K","0,31%"
07.04.2011,"7.200,5","7.224,0","7.261,0","7.192,5","134,22K","-0,50%"
06.04.2011,"7.236,5","7.215,5","7.262,5","7.175,5","134,51K","0,53%"
05.04.2011,"7.198,5","7.213,5","7.217,0","7.148,0","106,99K","-0,01%"
04.04.2011,"7.199,5","7.195,5","7.220,0","7.182,0","85,25K","0,01%"
01.04.2011,"7.198,5","7.100,0","7.213,5","7.090,5","121,90K","1,70%"
31.03.2011,"7.078,5","7.099,0","7.100,5","7.056,0","108,02K","0,10%"
30.03.2011,"7.071,5","7.017,0","7.091,0","7.015,0","114,96K","1,62%"
29.03.2011,"6.959,0","6.955,0","6.980,0","6.885,0","134,99K","-0,02%"
28.03.2011,"6.960,5","6.963,0","7.003,5","6.935,0","115,28K","-0,30%"
25.03.2011,"6.981,5","6.996,0","7.006,0","6.940,0","114,46K","0,32%"
24.03.2011,"6.959,0","6.822,0","6.980,0","6.805,5","160,57K","2,01%"
23.03.2011,"6.822,0","6.788,0","6.840,0","6.738,5","162,79K","0,21%"
22.03.2011,"6.807,5","6.841,0","6.847,5","6.785,5","131,02K","-0,30%"
21.03.2011,"6.828,0","6.740,0","6.849,0","6.733,0","138,09K","2,07%"
18.03.2011,"6.689,7","6.725,0","6.735,0","6.668,0","27,93K","0,54%"
17.03.2011,"6.653,5","6.520,0","6.692,5","6.515,0","248,29K","1,90%"
16.03.2011,"6.529,5","6.623,5","6.736,0","6.412,5","394,09K","-2,02%"
15.03.2011,"6.664,0","6.661,5","6.717,5","6.483,5","407,26K","-3,07%"
14.03.2011,"6.875,0","6.935,0","6.949,0","6.848,0","288,52K","-1,54%"
11.03.2011,"6.982,5","6.991,5","7.018,0","6.967,0","166,40K","-1,03%"
10.03.2011,"7.055,0","7.087,5","7.111,5","7.023,0","187,79K","-1,02%"
09.03.2011,"7.128,0","7.150,5","7.220,0","7.109,5","168,76K","-0,50%"
08.03.2011,"7.164,0","7.194,0","7.226,5","7.072,0","205,14K","-0,01%"
07.03.2011,"7.165,0","7.146,0","7.274,0","7.124,5","187,40K","-0,11%"
04.03.2011,"7.173,0","7.266,5","7.315,0","7.130,0","181,45K","-0,69%"
03.03.2011,"7.222,5","7.220,0","7.297,5","7.192,0","176,20K","0,43%"
02.03.2011,"7.191,5","7.155,5","7.207,0","7.125,5","161,74K","-0,46%"
01.03.2011,"7.224,5","7.330,0","7.360,5","7.168,5","172,47K","-0,70%"
28.02.2011,"7.275,5","7.179,5","7.309,5","7.151,5","145,37K","1,25%"
25.02.2011,"7.185,5","7.142,0","7.203,5","7.131,5","118,18K","0,71%"
24.02.2011,"7.135,0","7.179,0","7.182,5","7.083,5","191,32K","-1,01%"
23.02.2011,"7.208,0","7.283,0","7.316,0","7.149,0","188,89K","-1,60%"
22.02.2011,"7.325,5","7.310,5","7.356,5","7.252,0","184,60K","-0,01%"
21.02.2011,"7.326,5","7.418,0","7.448,0","7.315,5","109,65K","-1,27%"
18.02.2011,"7.421,0","7.419,0","7.430,5","7.383,5","103,35K","0,24%"
17.02.2011,"7.403,0","7.422,0","7.439,0","7.368,0","121,01K","-0,34%"
16.02.2011,"7.428,5","7.430,0","7.443,5","7.406,0","119,90K","0,30%"
15.02.2011,"7.406,0","7.413,0","7.427,0","7.382,0","110,58K","0,09%"
14.02.2011,"7.399,5","7.408,5","7.429,0","7.384,5","96,67K","0,20%"
11.02.2011,"7.385,0","7.320,0","7.403,5","7.287,0","135,11K","0,60%"
10.02.2011,"7.341,0","7.336,0","7.360,0","7.275,0","148,62K","0,27%"
09.02.2011,"7.321,0","7.324,0","7.358,0","7.318,5","116,64K","0,03%"
08.02.2011,"7.318,5","7.288,0","7.341,0","7.277,5","121,95K","0,43%"
07.02.2011,"7.287,0","7.236,0","7.295,0","7.218,5","116,04K","0,98%"
04.02.2011,"7.216,5","7.212,5","7.236,0","7.192,0","107,62K","0,35%"
03.02.2011,"7.191,0","7.176,5","7.222,5","7.152,5","117,23K","0,07%"
02.02.2011,"7.186,0","7.199,5","7.228,0","7.166,5","118,38K","0,01%"
01.02.2011,"7.185,5","7.123,0","7.205,0","7.113,0","135,25K","1,26%"
31.01.2011,"7.096,0","7.100,0","7.116,0","7.041,0","140,06K","-0,27%"
28.01.2011,"7.115,0","7.162,0","7.184,5","7.080,0","149,61K","-0,67%"
27.01.2011,"7.163,0","7.150,0","7.189,0","7.122,5","137,21K","0,46%"
26.01.2011,"7.130,5","7.102,0","7.169,5","7.094,0","123,03K","0,95%"
25.01.2011,"7.063,5","7.102,0","7.113,5","7.053,5","139,33K","-0,18%"
24.01.2011,"7.076,0","7.097,5","7.104,5","7.010,5","127,39K","0,08%"
21.01.2011,"7.070,0","7.051,0","7.131,5","7.033,0","146,97K","0,52%"
20.01.2011,"7.033,5","7.080,0","7.095,0","7.015,5","160,92K","-0,79%"
19.01.2011,"7.089,5","7.181,0","7.193,0","7.073,0","131,92K","-0,83%"
18.01.2011,"7.149,0","7.086,0","7.165,0","7.085,0","113,74K","0,95%"
17.01.2011,"7.081,5","7.087,5","7.095,0","7.063,5","57,20K","-0,12%"
14.01.2011,"7.090,0","7.061,0","7.110,5","7.023,0","121,17K","0,20%"
13.01.2011,"7.076,0","7.094,5","7.098,0","7.045,5","122,25K","-0,02%"
12.01.2011,"7.077,5","6.952,5","7.097,0","6.952,0","142,60K","1,79%"
11.01.2011,"6.953,0","6.890,5","6.959,5","6.867,0","131,37K","1,06%"
10.01.2011,"6.880,0","6.945,0","6.952,0","6.842,5","142,05K","-1,17%"
07.01.2011,"6.961,5","6.991,0","7.022,5","6.934,0","158,95K","-0,40%"
06.01.2011,"6.989,5","6.962,0","7.059,0","6.956,0","137,77K","0,62%"
05.01.2011,"6.946,5","6.960,5","6.981,0","6.852,5","158,44K","-0,52%"
04.01.2011,"6.983,0","6.989,5","7.038,0","6.963,0","115,12K","-0,21%"
03.01.2011,"6.998,0","7.001,5","7.042,5","6.977,0","94,72K","0,58%"
31.12.2010,"6.957,5","6.936,5","6.957,5","6.903,1",-,"0,44%"
30.12.2010,"6.927,0","7.010,0","7.023,0","6.910,0","45,47K","-1,11%"
29.12.2010,"7.005,0","7.006,5","7.024,0","6.996,5","48,77K","0,26%"
28.12.2010,"6.986,5","7.005,5","7.010,0","6.971,0","33,12K","-0,14%"
27.12.2010,"6.996,5","7.080,5","7.083,5","6.915,0","61,43K","-1,10%"
24.12.2010,"7.074,0","7.074,0","7.074,0","7.074,0",-,"0,01%"
23.12.2010,"7.073,5","7.100,0","7.100,5","7.057,0","45,52K","-0,29%"
22.12.2010,"7.094,0","7.094,0","7.102,0","7.084,0","43,45K","0,08%"
21.12.2010,"7.088,5","7.065,0","7.105,5","7.059,0","65,98K","0,73%"
20.12.2010,"7.037,0","7.005,0","7.086,5","7.003,0","93,48K","0,39%"
17.12.2010,"7.009,4","7.033,0","7.042,0","7.005,0","21,89K","-0,19%"
16.12.2010,"7.023,0","7.012,0","7.035,0","6.990,0","176,81K","0,00%"
15.12.2010,"7.023,0","7.006,0","7.031,5","6.964,5","235,53K","-0,04%"
14.12.2010,"7.026,0","7.022,5","7.038,0","7.012,0","188,44K","-0,01%"
13.12.2010,"7.027,0","7.013,0","7.046,0","7.013,0","123,48K","0,35%"
10.12.2010,"7.002,5","7.005,0","7.028,5","6.974,0","108,11K","0,55%"
09.12.2010,"6.964,0","7.010,5","7.029,0","6.946,5","151,23K","-0,16%"
08.12.2010,"6.975,0","6.981,5","7.014,5","6.957,0","145,13K","-0,34%"
07.12.2010,"6.999,0","6.974,5","7.043,5","6.962,5","169,65K","0,68%"
06.12.2010,"6.951,5","6.969,0","6.979,0","6.927,5","104,20K","-0,02%"
03.12.2010,"6.953,0","6.956,0","6.980,0","6.916,5","133,96K","-0,07%"
02.12.2010,"6.958,0","6.876,0","6.967,5","6.843,0","220,60K","1,38%"
01.12.2010,"6.863,5","6.727,0","6.889,5","6.725,0","197,09K","2,41%"
30.11.2010,"6.702,0","6.728,0","6.766,5","6.660,5","216,87K","-0,28%"
29.11.2010,"6.720,5","6.861,5","6.910,5","6.687,0","233,24K","-1,99%"
26.11.2010,"6.857,0","6.850,0","6.875,0","6.781,5","151,13K","-0,41%"
25.11.2010,"6.885,5","6.833,5","6.889,5","6.825,0","67,77K","0,89%"
24.11.2010,"6.824,5","6.747,5","6.854,5","6.703,5","161,21K","1,55%"
23.11.2010,"6.720,5","6.802,0","6.833,0","6.711,5","188,96K","-1,59%"
22.11.2010,"6.829,0","6.887,5","6.907,5","6.797,0","159,14K","-0,22%"
19.11.2010,"6.844,0","6.845,0","6.873,0","6.798,5","148,48K","0,21%"
18.11.2010,"6.829,5","6.760,5","6.845,0","6.759,5","149,68K","1,84%"
17.11.2010,"6.706,0","6.675,0","6.714,0","6.660,0","131,72K","0,43%"
16.11.2010,"6.677,5","6.761,0","6.776,5","6.654,5","186,35K","-1,66%"
15.11.2010,"6.790,0","6.710,0","6.820,5","6.685,0","146,25K","0,75%"
12.11.2010,"6.739,5","6.681,0","6.767,5","6.625,5","205,48K","0,10%"
11.11.2010,"6.733,0","6.756,5","6.768,5","6.708,0","133,19K","0,02%"
10.11.2010,"6.731,5","6.775,5","6.791,0","6.690,0","159,47K","-0,96%"
09.11.2010,"6.796,5","6.753,5","6.818,5","6.740,5","122,80K","0,53%"
